image,IoU_ConvNeXt,IoU_ResNet,pixels,score_convnext,score_resnet,score_diff
hurricane-harvey_00000215_pre_disaster.png,0.8328633296404472,0.7708469904022321,55027.0,45829.97044012489,42417.39734086363,3412.573099261259
hurricane-harvey_00000219_pre_disaster.png,0.0,0.0,0.0,0.0,0.0,0.0
hurricane-harvey_00000229_pre_disaster.png,0.6551226551226551,0.5394045534150613,3030.0,1985.0216450216449,1634.395796847636,350.625848174009
hurricane-harvey_00000234_pre_disaster.png,0.4360385144429161,0.3212520593080725,2861.0,1247.506189821183,919.1021416803954,328.4040481407875
hurricane-harvey_00000236_pre_disaster.png,0.6377062738765704,0.541177376506372,23827.0,15194.627387657043,12894.633350017326,2299.994037639717
hurricane-harvey_00000240_pre_disaster.png,0.7644491469382357,0.707825579131789,46113.0,35251.043512762866,32639.960930504185,2611.082582258681
hurricane-harvey_00000247_pre_disaster.png,0.7503507082932196,0.6688730986410181,32610.0,24468.93659744189,21811.9517466836,2656.98485075829
hurricane-harvey_00000253_pre_disaster.png,0.7572232287594164,0.6539402722672305,38613.0,29238.660532087346,25250.59573305457,3988.0647990327743
hurricane-harvey_00000256_pre_disaster.png,0.731814567058053,0.6405234616591224,19637.0,14370.642653318988,12577.959216600188,1792.6834367188003
hurricane-harvey_00000263_pre_disaster.png,0.07142857142857142,0.0,574.0,41.0,0.0,41.0
hurricane-harvey_00000279_pre_disaster.png,0.8529676258992805,0.8411284335560505,6507.0,5550.260341726618,5473.22271714922,77.03762457739776
hurricane-harvey_00000282_pre_disaster.png,0.7513327804762469,0.694962139859812,37281.0,28010.43738893496,25908.88353611365,2101.5538528213074
hurricane-harvey_00000290_pre_disaster.png,0.4603174603174603,0.44803695150115475,295.0,135.79365079365078,132.17090069284066,3.622750100810123
hurricane-harvey_00000293_pre_disaster.png,0.748359869556877,0.6085633480113127,23713.0,17745.857586802227,14430.862671392259,3314.9949154099686
hurricane-harvey_00000295_pre_disaster.png,0.7401166558651977,0.6393846153846154,1469.0,1087.2313674659754,939.2560000000001,147.9753674659753
hurricane-harvey_00000296_pre_disaster.png,0.5102920057443753,0.3321718931475029,2085.0,1063.9588319770226,692.5783972125436,371.380434764479
hurricane-harvey_00000306_pre_disaster.png,0.7377049180327869,0.7647987371744278,1191.0,878.6065573770493,910.8752959747435,32.26873859769421
hurricane-harvey_00000311_pre_disaster.png,0.5904887714663144,0.2718707940780619,742.0,438.14266842800527,201.72812920592193,236.41453922208333
hurricane-harvey_00000321_pre_disaster.png,0.7590072057646117,0.8036421219319082,1203.0,913.0856685348278,966.7814726840855,53.6958041492577
hurricane-harvey_00000322_pre_disaster.png,0.0,0.0,0.0,0.0,0.0,0.0
hurricane-harvey_00000334_pre_disaster.png,0.470960929250264,0.11730769230769231,823.0,387.60084477296726,96.54423076923077,291.0566140037365
hurricane-harvey_00000343_pre_disaster.png,0.7491687724431441,0.6754198275303118,12755.0,9555.647692512302,8614.979900149126,940.667792363176
hurricane-harvey_00000349_pre_disaster.png,0.7122125758291257,0.6315595314949737,48662.0,34657.68836499692,30732.949921608408,3924.738443388509
hurricane-harvey_00000350_pre_disaster.png,0.8284663508624652,0.7690643385841716,44800.0,37115.292518638445,34454.08236857089,2661.2101500675562
hurricane-harvey_00000352_pre_disaster.png,0.8881183963211008,0.8351372686606438,52419.0,46554.27821675578,43777.06048592229,2777.217730833494
hurricane-harvey_00000359_pre_disaster.png,0.7725644088039584,0.6332009668508287,20424.0,15778.855485412047,12932.496546961325,2846.3589384507213
hurricane-harvey_00000362_pre_disaster.png,0.5966055605044774,0.539893490561552,35572.0,21222.45299826527,19205.091246255528,2017.3617520097432
hurricane-harvey_00000363_pre_disaster.png,0.6467582604746225,0.5512835609985869,14158.0,9156.803451799706,7805.072656617993,1351.730795181713
hurricane-harvey_00000371_pre_disaster.png,0.6924264732287141,0.6067703500241268,22746.0,15749.932560060332,13801.59838164879,1948.3341784115419
hurricane-harvey_00000372_pre_disaster.png,0.6755451824401368,0.5706484763848605,48030.0,32446.43511259977,27408.24632076485,5038.18879183492
hurricane-harvey_00000376_pre_disaster.png,0.6492739447746595,0.5360205500618047,45069.0,29262.127417049127,24157.910170735475,5104.217246313652
hurricane-harvey_00000383_pre_disaster.png,0.8827773739331772,0.7600846921659746,34993.0,30891.02864604367,26597.64363296395,4293.385013079718
hurricane-harvey_00000385_pre_disaster.png,0.6843458627754317,0.5399622020362129,42284.0,28936.880461596356,22831.761750899226,6105.11871069713
hurricane-harvey_00000386_pre_disaster.png,0.8508262934835168,0.7819228770998095,64872.0,55194.8033108627,50724.90088321884,4469.902427643858
hurricane-harvey_00000395_pre_disaster.png,0.803445517094245,0.7868841333755598,82811.0,66534.12671609153,65162.66196896349,1371.4647471280405
hurricane-harvey_00000399_pre_disaster.png,0.7274678111587983,0.45236913917142146,7848.0,5709.167381974249,3550.193004217316,2158.9743777569333
hurricane-harvey_00000401_pre_disaster.png,0.6727299579097644,0.5911095693542792,33092.0,22261.979767149925,19560.997869071805,2700.98189807812
hurricane-harvey_00000403_pre_disaster.png,0.8612007513727001,0.8037183749498951,77117.0,66413.21834360852,61980.34992101106,4432.8684225974575
hurricane-harvey_00000404_pre_disaster.png,0.7125906956892872,0.583651624181324,73797.0,52587.05556978233,43071.738909709165,9515.316660073164
hurricane-harvey_00000405_pre_disaster.png,0.8695525798821313,0.8936798521409617,88273.0,76758.01488393538,78887.80158803912,2129.786704103739
hurricane-harvey_00000409_pre_disaster.png,0.8273547839014548,0.7527929022321526,88451.0,73180.35799086757,66585.28499533613,6595.0729955314455
hurricane-harvey_00000414_pre_disaster.png,0.6642316138573926,0.5527956003666361,21166.0,14059.126338905571,11700.47167736022,2358.6546615453517
hurricane-harvey_00000417_pre_disaster.png,0.7481462779387142,0.6710268416181194,63675.0,47638.21424774763,42727.634140033755,4910.580107713875
